Rk,Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,SCA_PassLive,SCA_PassDead,SCA_TO,SCA_Shot,SCA_Fld,SCA_DefAct,GCA,GCA90,GCA_PassLive,GCA_PassDead,GCA_TO,GCA_Shot,GCA_Fld,GCA_DefAct
Carlos Harvey,pa PAN,"DF,MF",Minnesota Utd,25-092,2000,5.2,4,0.77,3,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Thomas Hasal,ca CAN,GK,LAFC,25-301,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kobi Henry,us USA,"DF,FW",Real Salt Lake,21-010,2004,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Fabian Herbers,de GER,"MF,FW",CF Montréal,31-262,1993,2.9,11,3.84,9,0,0,0,1,1,1,0.35,1,0,0,0,0,0,Matches
Ronald Hernández,ve VEN,"DF,FW",Atlanta Utd,27-227,1997,1.5,3,1.94,3,0,0,0,0,0,1,0.65,1,0,0,0,0,0,Matches
Aaron Herrera,gt GUA,"DF,MF",D.C. United,27-334,1997,9.7,29,2.98,17,10,1,1,0,0,3,0.31,2,0,1,0,0,0,Matches
Marcelo Herrera,ar ARG,DF,Columbus Crew,26-184,1998,3.4,10,2.96,8,0,2,0,0,0,1,0.30,1,0,0,0,0,0,Matches
Kyle Hiebert,ca CAN,DF,St. Louis,27-280,1997,10.6,8,0.76,7,1,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
Brendan Hines-Ike,us USA,DF,Austin,30-157,1994,10.0,4,0.40,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Bongokuhle Hlongwane,za RSA,DF,Minnesota Utd,24-320,2000,10.5,31,2.96,25,0,3,1,2,0,4,0.38,3,0,0,0,1,0,Matches
Ryan Hollingshead,us USA,"DF,MF",LAFC,34-020,1991,8.0,24,3.00,20,0,0,1,1,2,1,0.12,0,0,0,1,0,0,Matches
Jannes Horn,de GER,DF,St. Louis,28-089,1997,7.2,11,1.53,9,0,0,1,1,0,1,0.14,1,0,0,0,0,0,Matches
Jung Hoyeon,kr KOR,MF,Minnesota Utd,24-220,2000,0.2,1,5.63,1,0,0,0,0,0,1,5.63,1,0,0,0,0,0,Matches
Keegan Hughes,us USA,FW,NE Revolution,24-288,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sebastien Ibeagha,us USA,DF,FC Dallas,33-105,1992,10.5,3,0.29,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aliyu Ibrahim,ng NGA,"MF,FW",Houston Dynamo,23-110,2002,2.0,3,1.53,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aliyu Ibrahim,ng NGA,FW,Columbus Crew,23-110,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sunusi Ibrahim,ng NGA,FW,CF Montréal,22-217,2002,0.6,2,3.21,1,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Igor,br BRA,MF,LAFC,22-060,2003,8.7,11,1.26,8,0,0,2,1,0,1,0.11,1,0,0,0,0,0,Matches
Mitja Ilenič,si SVN,DF,NYCFC,20-131,2004,8.2,13,1.58,10,0,0,2,1,0,1,0.12,1,0,0,0,0,0,Matches
Milan Iloski,us USA,"MF,FW",San Diego FC,25-281,1999,0.8,7,9.13,5,0,2,0,0,0,2,2.61,2,0,0,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Bjørn Inge Utvik,no NOR,DF,Vancouver W'caps,29-067,1996,2.9,1,0.35,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Marcus Ingvartsen,dk DEN,FW,San Diego FC,29-122,1996,3.5,7,2.00,5,0,0,0,2,0,1,0.29,1,0,0,0,0,0,Matches
Lorenzo Insigne,it ITA,"MF,FW",Toronto FC,33-336,1991,5.2,15,2.91,10,2,0,2,1,0,2,0.39,2,0,0,0,0,0,Matches
Aljaž Ivačič,si SVN,GK,NE Revolution,31-128,1993,10.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Ousman jabang,us USA,DF,CF Montréal,24-038,2001,1.0,1,1.02,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Aziel Jackson,us USA,"MF,FW",Columbus Crew,23-194,2001,4.7,14,2.99,10,0,1,0,2,1,1,0.21,1,0,0,0,0,0,Matches
Robin Jansson,se SWE,DF,Orlando City,33-172,1991,9.0,6,0.67,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Danley Jean-Jacques,ht HAI,MF,Philadelphia Union,24-351,2000,9.4,21,2.24,17,0,1,1,1,1,4,0.43,3,0,1,0,0,0,Matches
Julio Joao Ortíz,ec ECU,MF,Portland Timbers,29-005,1996,4.5,3,0.67,3,0,0,0,0,0,1,0.22,1,0,0,0,0,0,Matches
Sean Johnson,us USA,GK,Toronto FC,35-340,1989,11.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Tate Johnson,us USA,DF,Vancouver W'caps,19-300,2005,6.5,14,2.16,11,1,0,0,1,1,1,0.15,1,0,0,0,0,0,Matches
DeJuan Jones,us USA,DF,Columbus Crew,27-316,1997,2.7,8,2.94,7,0,1,0,0,0,2,0.73,2,0,0,0,0,0,Matches
DeJuan Jones,us USA,DF,SJ Earthquakes,27-316,1997,1.3,6,4.66,6,0,0,0,0,0,2,1.55,2,0,0,0,0,0,Matches
Derrick Jones,us USA,MF,Columbus Crew,28-064,1997,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kim Joonhong,kr KOR,GK,D.C. United,21-337,2003,7.0,2,0.29,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dejan Joveljić,rs SRB,FW,Sporting KC,25-272,1999,10.1,18,1.79,15,0,1,1,1,0,1,0.10,1,0,0,0,0,0,Matches
Mykhi Joyner,us USA,"MF,FW",St. Louis,18-249,2006,0.8,2,2.47,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Preston Judd,us USA,"FW,MF",SJ Earthquakes,25-343,1999,2.5,5,1.97,3,0,0,1,1,0,1,0.39,0,0,0,0,1,0,Matches
Anderson Julio,ec ECU,"FW,DF",FC Dallas,28-340,1996,6.9,11,1.60,7,0,4,0,0,0,2,0.29,1,0,1,0,0,0,Matches
Sam Junqua,us USA,DF,Real Salt Lake,28-178,1996,5.8,9,1.55,6,1,0,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Mathias Jørgensen,dk DEN,DF,LA Galaxy,35-013,1990,6.3,5,0.80,4,0,0,1,0,0,2,0.32,1,0,0,1,0,0,Matches
Kristijan Kahlina,hr CRO,GK,Charlotte,32-286,1992,11.0,2,0.18,0,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kaick,br BRA,MF,FC Dallas,19-158,2005,3.9,7,1.82,6,0,0,1,0,0,1,0.26,0,0,0,1,0,0,Matches
Bernard Kamungo,us USA,FW,FC Dallas,23-125,2002,2.2,5,2.32,4,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Bibi Karamoko,us USA,FW,D.C. United,19-186,2005,0.2,2,9.00,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Alexandros Katranis,gr GRE,DF,Real Salt Lake,27-002,1998,6.9,30,4.32,18,9,2,1,0,0,2,0.29,2,0,0,0,0,0,Matches
Mark-Anthony Kaye,ca CAN,MF,SJ Earthquakes,30-155,1994,3.3,17,5.20,16,0,0,0,0,1,2,0.61,2,0,0,0,0,0,Matches
Kim Kee-hee,kr KOR,DF,Seattle Sounders,35-297,1989,3.5,2,0.57,0,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Kelsy,ve VEN,FW,Portland Timbers,20-283,2004,4.8,6,1.24,3,0,0,1,2,0,1,0.21,0,0,0,1,0,0,Matches
Ryan Kent,eng ENG,"MF,FW",Seattle Sounders,28-176,1996,0.7,7,10.33,6,0,1,0,0,0,2,2.95,2,0,0,0,0,0,Matches
Deandre Kerr,ca CAN,FW,Toronto FC,22-168,2002,2.5,4,1.61,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0,Matches
Henry Kessler,us USA,DF,St. Louis,26-315,1998,8.0,4,0.50,3,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Hosei Kijima,jp JPN,"MF,FW",D.C. United,22-309,2002,9.1,21,2.32,19,0,1,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Klauss,br BRA,FW,St. Louis,28-066,1997,7.0,10,1.42,6,0,0,3,1,0,1,0.14,0,0,0,1,0,0,Matches
Mateusz Klich,pl POL,MF,Atlanta Utd,34-327,1990,4.2,4,0.95,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Žan Kolmanič,si SVN,"DF,MF",Austin,25-064,2000,2.0,6,3.05,4,2,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Rominigue Kouamé,ml MLI,MF,Chicago Fire,28-140,1996,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sebastian Kowalczyk,pl POL,"FW,MF",Houston Dynamo,26-257,1998,9.0,24,2.68,17,2,0,1,4,0,3,0.33,2,0,0,0,1,0,Matches
Damir Kreilach,hr CRO,FW,Vancouver W'caps,36-020,1989,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Theodore Ku-Dipietro,us USA,"MF,FW",Colorado Rapids,23-098,2002,0.4,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Yuya Kubo,jp JPN,"MF,FW",FC Cincinnati,31-133,1993,4.6,9,1.95,8,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Willy Kumado,gh GHA,DF,San Diego FC,22-202,2002,4.8,5,1.05,4,0,1,0,0,0,2,0.42,1,0,1,0,0,0,Matches
Luca de la Torre,us USA,MF,San Diego FC,26-348,1998,9.2,23,2.49,16,6,0,1,0,0,2,0.22,0,2,0,0,0,0,Matches
Mathías Laborda,uy URU,DF,Vancouver W'caps,25-233,1999,5.9,9,1.53,8,0,0,1,0,0,1,0.17,1,0,0,0,0,0,Matches
Luca Langoni,ar ARG,"FW,MF",NE Revolution,23-086,2002,4.8,10,2.10,8,0,0,1,1,0,1,0.21,1,0,0,0,0,0,Matches
Lassi Lappalainen,fi FIN,MF,Columbus Crew,26-255,1998,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Oliver Larraz,us USA,"MF,FW",Colorado Rapids,23-232,2001,9.6,19,1.99,16,0,2,0,1,0,4,0.42,3,0,0,0,1,0,Matches
Richie Laryea,ca CAN,DF,Toronto FC,30-119,1995,1.2,2,1.62,1,0,0,0,1,0,1,0.81,0,0,0,0,1,0,Matches
Ariel Lassiter,cr CRC,"FW,MF",Portland Timbers,30-221,1994,2.1,4,1.94,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Emmanuel Latte Lath,ci CIV,FW,Atlanta Utd,26-125,1999,9.5,16,1.69,10,0,0,4,2,0,3,0.32,1,0,0,0,2,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Randall Leal,cr CRC,MF,D.C. United,28-112,1997,0.5,1,2.09,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Tim Leibold,de GER,DF,Sporting KC,31-157,1993,1.9,3,1.56,2,0,0,1,0,0,1,0.52,1,0,0,0,0,0,Matches
Brooks Lennon,us USA,DF,Atlanta Utd,27-226,1997,7.7,19,2.46,15,3,0,1,0,0,2,0.26,1,0,0,1,0,0,Matches
Tucker Lepley,us USA,MF,LA Galaxy,23-109,2002,3.8,10,2.67,9,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Beau Leroux,us USA,MF,SJ Earthquakes,21-248,2003,8.7,30,3.44,24,0,1,1,2,2,6,0.69,3,0,0,1,1,1,Matches
Danny Leyva,us USA,"MF,FW",Seattle Sounders,22-001,2003,2.9,13,4.53,5,4,1,1,2,0,0,0.00,0,0,0,0,0,0,Matches
Nick Lima,us USA,DF,SJ Earthquakes,30-170,1994,1.9,11,5.66,8,2,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Ondřej Lingr,cz CZE,"MF,FW",Houston Dynamo,26-211,1998,1.9,1,0.53,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Sebastian Lletget,us USA,MF,FC Dallas,32-245,1992,6.2,14,2.27,12,0,0,2,0,0,1,0.16,1,0,0,0,0,0,Matches
Hugo Lloris,fr FRA,GK,LAFC,38-131,1986,10.0,4,0.40,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Saba Lobzhanidze,ge GEO,FW,Atlanta Utd,30-139,1994,8.5,23,2.70,15,5,2,1,0,0,3,0.35,2,1,0,0,0,0,Matches
Robin Lod,fi FIN,"MF,FW",Minnesota Utd,32-019,1993,8.4,25,2.98,21,0,2,1,1,0,3,0.36,3,0,0,0,0,0,Matches
Nicolás Lodeiro,uy URU,"FW,MF",Houston Dynamo,36-046,1989,4.3,14,3.26,10,0,0,0,4,0,1,0.23,0,0,0,0,1,0,Matches
Jasper Löffelsend,de GER,DF,San Diego FC,27-238,1997,6.3,17,2.69,15,0,0,1,1,0,1,0.16,1,0,0,0,0,0,Matches
Aaron Long,us USA,DF,LAFC,32-206,1992,8.3,6,0.72,6,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kevin Long,ie IRL,DF,Toronto FC,34-261,1990,7.5,3,0.40,3,0,0,0,0,0,1,0.13,1,0,0,0,0,0,Matches
Matthew Longstaff,eng ENG,MF,Toronto FC,25-046,2000,3.9,8,2.06,6,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Hernán López Muñoz,ar ARG,MF,SJ Earthquakes,24-241,2000,1.3,3,2.29,3,0,0,0,0,0,1,0.76,1,0,0,0,0,0,Matches
Victor Loturi,ca CAN,MF,CF Montréal,23-350,2001,6.6,13,1.98,12,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Daniel Lovitz,us USA,DF,Nashville SC,33-252,1991,11.0,18,1.64,15,2,0,1,0,0,4,0.36,3,1,0,0,0,0,Matches
Eduard Löwen,de GER,MF,St. Louis,28-098,1997,4.1,12,2.95,10,2,0,0,0,0,1,0.25,1,0,0,0,0,0,Matches
Hirving Lozano,mx MEX,FW,San Diego FC,29-280,1995,6.1,26,4.29,13,3,7,0,3,0,7,1.16,6,0,1,0,0,0,Matches
Gonzalo Luján,ar ARG,DF,Inter Miami,24-009,2001,8.4,3,0.36,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jovan Lukić,rs SRB,MF,Philadelphia Union,23-106,2002,9.1,26,2.87,22,0,0,3,0,1,2,0.22,1,0,0,0,0,1,Matches
Diego Luna,us USA,"MF,FW",Real Salt Lake,21-241,2003,9.3,39,4.20,31,1,0,3,3,1,4,0.43,3,0,0,1,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Benjamin Lundt,de GER,GK,St. Louis,29-224,1995,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Liam MacKenzie,ca CAN,FW,Vancouver W'caps,18-052,2007,0.7,1,1.45,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lukas MacNaughton,ca CAN,DF,D.C. United,30-059,1995,4.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jack Maher,us USA,DF,Nashville SC,25-190,1999,11.0,2,0.18,1,1,0,0,0,0,1,0.09,0,1,0,0,0,0,Matches
Olwethu Makhanya,za RSA,DF,Philadelphia Union,21-006,2004,6.4,3,0.47,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Adilson Malanda,fr FRA,DF,Charlotte,23-189,2001,11.0,4,0.36,4,0,0,0,0,0,1,0.09,1,0,0,0,0,0,Matches
AJ Marcucci,us USA,GK,NY Red Bulls,25-279,1999,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Dominik Marczuk,pl POL,FW,Real Salt Lake,21-186,2003,5.3,9,1.69,7,0,0,2,0,0,2,0.38,1,0,0,1,0,0,Matches
Anthony Markanich,ph PHI,DF,Minnesota Utd,25-131,1999,5.1,10,1.97,9,0,0,1,0,0,1,0.20,0,0,0,1,0,0,Matches
Idan Markovich,il ISR,"FW,MF",Charlotte,20-270,2004,2.8,10,3.61,7,0,1,1,0,1,2,0.72,1,0,1,0,0,0,Matches
Marlon,br BRA,DF,LAFC,29-241,1995,4.8,2,0.41,1,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jahkeele Marshall-Rutty,ca CAN,DF,Charlotte,20-324,2004,0.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jahkeele Marshall-Rutty,ca CAN,"MF,DF",CF Montréal,20-324,2004,2.6,1,0.39,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alonso Martínez,cr CRC,FW,NYCFC,26-203,1998,9.7,29,2.99,15,0,4,5,5,0,7,0.72,0,0,1,3,3,0,Matches
David Martínez,ve VEN,FW,LAFC,19-088,2006,5.9,20,3.39,10,3,4,1,0,2,4,0.68,2,0,1,0,0,1,Matches
Josef Martínez,ve VEN,FW,SJ Earthquakes,31-352,1993,7.1,17,2.39,12,0,0,4,1,0,3,0.42,2,0,0,0,1,0,Matches
Thiago Martins,br BRA,DF,NYCFC,30-050,1995,9.2,3,0.33,2,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Jimmy Maurer,us USA,GK,Houston Dynamo,36-204,1988,1.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Eric Maxim Choupo-Moting,cm CMR,FW,NY Red Bulls,36-044,1989,10.7,31,2.89,20,1,3,3,3,1,4,0.37,2,0,0,1,1,0,Matches
Andreas Maxsø,dk DEN,DF,Colorado Rapids,31-049,1994,9.0,3,0.33,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Olivier Mbaizo,cm CMR,DF,Philadelphia Union,27-264,1997,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Kenji Mboma Dem,fr FRA,DF,FC Cincinnati,23-104,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
John McCarthy,us USA,GK,LA Galaxy,32-306,1992,8.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Jack McGlynn,us USA,"MF,FW",Houston Dynamo,21-303,2003,9.8,45,4.58,29,13,3,0,0,0,4,0.41,2,2,0,0,0,0,Matches
Zac McGraw,ca CAN,DF,Portland Timbers,27-332,1997,2.7,2,0.74,1,0,1,0,0,0,1,0.37,1,0,0,0,0,0,Matches
Player,Nation,Pos,Squad,Age,Born,90s,SCA,SCA90,PassLive,PassDead,TO,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,TO,Sh,Fld,Def,Matches
Duncan McGuire,us USA,FW,Orlando City,24-090,2001,3.0,10,3.37,6,0,0,2,2,0,0,0.00,0,0,0,0,0,0,Matches
Paddy McNair,nir NIR,DF,San Diego FC,30-009,1995,9.6,13,1.35,12,0,0,1,0,0,1,0.10,0,0,0,1,0,0,Matches
Christopher McVey,se SWE,DF,San Diego FC,28-024,1997,11.0,12,1.09,10,1,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Loïc Mesanvi,tg TOG,"FW,DF",Minnesota Utd,21-212,2003,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Lionel Messi,ar ARG,"FW,MF",Inter Miami,37-316,1987,6.4,42,6.56,22,2,7,4,5,2,4,0.62,3,0,1,0,0,0,Matches
Wyatt Meyer,us USA,MF,Nashville SC,24-115,2001,1.6,1,0.61,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Matt Miazga,us USA,DF,FC Cincinnati,29-291,1995,2.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Novak Mićović,rs SRB,GK,LA Galaxy,23-193,2001,3.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Alex Mighten,eng ENG,"FW,MF",San Diego FC,23-025,2002,3.0,8,2.71,4,0,1,1,2,0,1,0.34,0,0,0,0,1,0,Matches
Djordje Mihailovic,us USA,"MF,FW",Colorado Rapids,26-177,1998,10.8,52,4.80,30,15,1,2,4,0,7,0.65,7,0,0,0,0,0,Matches
Eric Miller,us USA,DF,Portland Timbers,32-111,1993,3.2,4,1.24,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches
Harbor Miller,us USA,DF,LA Galaxy,17-319,2007,2.7,6,2.21,5,0,0,0,1,0,0,0.00,0,0,0,0,0,0,Matches
Jansen Miller,us USA,DF,Sporting KC,23-085,2002,7.5,5,0.67,4,0,0,0,0,1,0,0.00,0,0,0,0,0,0,Matches
Kamal Miller,ca CAN,DF,Portland Timbers,27-355,1997,8.1,6,0.74,5,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches
Peyton Miller,us USA,"DF,FW",NE Revolution,17-356,2007,4.8,14,2.90,11,0,1,1,1,0,1,0.21,1,0,0,0,0,0,Matches
Georgi Minoungou,ci CIV,"FW,MF",Seattle Sounders,22-285,2002,3.8,20,5.23,12,0,6,1,1,0,3,0.78,2,0,1,0,0,0,Matches
Aleksei Miranchuk,ru RUS,"MF,FW",Atlanta Utd,29-201,1995,10.1,39,3.87,28,7,1,2,1,0,1,0.10,1,0,0,0,0,0,Matches
Zane Monlouis,eng ENG,DF,Toronto FC,21-202,2003,3.2,1,0.31,1,0,0,0,0,0,1,0.31,1,0,0,0,0,0,Matches
Shaq Moore,us USA,DF,FC Dallas,28-185,1996,11.0,17,1.55,11,1,0,3,1,1,2,0.18,1,0,0,1,0,0,Matches
Felipe Mora,cl CHI,FW,Portland Timbers,31-277,1993,6.7,16,2.38,12,0,0,3,1,0,2,0.30,1,0,0,0,1,0,Matches
